,LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
619,34,1:00:46.095,29.099,0.403,147.031,1:33.290,30.0,7.0,18,S. Sette Câmara,Carlin,Budapest,Feature Race,Round 8 ,2018-07-29
620,34,1:00:52.590,35.594,6.495,146.769,1:34.600,26.0,8.0,1,A. Markelov,RUSSIAN TIME,Budapest,Feature Race,Round 8 ,2018-07-29
621,34,1:00:53.300,36.304,0.710,146.741,1:34.329,32.0,9.0,2,T. Makino,RUSSIAN TIME,Budapest,Feature Race,Round 8 ,2018-07-29
622,34,1:00:54.110,37.114,0.810,146.708,1:35.232,29.0,10.0,12,N. Fukuzumi,BWT Arden,Budapest,Feature Race,Round 8 ,2018-07-29
623,34,1:00:54.979,37.983,0.869,146.674,1:35.314,29.0,11.0,9,R. Merhi,MP Motorsport,Budapest,Feature Race,Round 8 ,2018-07-29
624,34,1:00:55.332,38.336,0.353,146.659,1:33.235,32.0,12.0,16,A. Maini,Trident,Budapest,Feature Race,Round 8 ,2018-07-29
625,34,1:00:56.116,39.120,0.784,146.628,1:33.617,27.0,13.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Budapest,Feature Race,Round 8 ,2018-07-29
626,34,1:00:56.854,39.858,0.738,146.598,1:33.212,32.0,14.0,17,A. Lorandi,Trident,Budapest,Feature Race,Round 8 ,2018-07-29
627,34,1:01:05.068,48.072,8.214,146.27,1:32.615,33.0,15.0,15,R. Nissany,Campos Vexatec Racing,Budapest,Feature Race,Round 8 ,2018-07-29
628,34,1:01:10.237,53.241,5.169,146.064,1:33.894,29.0,16.0,11,M. Günther,BWT Arden,Budapest,Feature Race,Round 8 ,2018-07-29
629,34,1:01:30.692,73.696,20.455,145.254,1:32.972,34.0,17.0,20,L. Delétraz,Charouz Racing System,Budapest,Feature Race,Round 8 ,2018-07-29
630,33,1:01:17.422,1 LAP,1 LAP,141.49,1:32.473,33.0,18.0,10,R. Boschung,MP Motorsport,Budapest,Feature Race,Round 8 ,2018-07-29
631,28,44:47.130,0.000,0.000,164.287,1:33.893,5.0,1.0,5,A. Albon,DAMS,Budapest,Sprint Race,Round 8 ,2018-07-29
632,28,44:56.595,9.465,9.465,163.71,1:33.537,6.0,2.0,14,L. Ghiotto,Campos Vexatec Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
633,28,44:58.501,11.371,1.906,163.594,1:33.952,5.0,3.0,18,S. Sette Câmara,Carlin,Budapest,Sprint Race,Round 8 ,2018-07-29
634,28,45:00.768,13.638,2.267,163.457,1:33.871,14.0,4.0,19,L. Norris,Carlin,Budapest,Sprint Race,Round 8 ,2018-07-29
635,28,45:15.340,28.210,14.572,162.58,1:33.892,8.0,5.0,9,R. Merhi,MP Motorsport,Budapest,Sprint Race,Round 8 ,2018-07-29
636,28,45:21.274,34.144,5.934,162.225,1:34.354,10.0,6.0,12,N. Fukuzumi,BWT Arden,Budapest,Sprint Race,Round 8 ,2018-07-29
637,28,45:21.275,34.145,0.001,162.225,1:34.204,10.0,7.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
638,28,45:23.716,36.586,2.441,162.08,1:33.806,17.0,8.0,8,G. Russell,ART Grand Prix,Budapest,Sprint Race,Round 8 ,2018-07-29
639,28,45:24.270,37.140,0.554,162.047,1:34.435,14.0,9.0,20,L. Delétraz,Charouz Racing System,Budapest,Sprint Race,Round 8 ,2018-07-29
640,28,45:26.106,38.976,1.836,161.938,1:34.172,8.0,10.0,7,J. Aitken,ART Grand Prix,Budapest,Sprint Race,Round 8 ,2018-07-29
641,28,45:28.093,40.963,1.987,161.82,1:34.423,9.0,11.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
642,28,45:28.665,41.535,0.572,161.786,1:34.111,14.0,12.0,2,T. Makino,RUSSIAN TIME,Budapest,Sprint Race,Round 8 ,2018-07-29
643,28,45:39.360,52.230,10.695,161.154,1:34.036,10.0,13.0,1,A. Markelov,RUSSIAN TIME,Budapest,Sprint Race,Round 8 ,2018-07-29
644,28,45:39.509,52.379,0.149,161.145,1:34.320,12.0,14.0,16,A. Maini,Trident,Budapest,Sprint Race,Round 8 ,2018-07-29
645,28,45:48.062,60.932,8.553,160.644,1:33.782,9.0,15.0,15,R. Nissany,Campos Vexatec Racing,Budapest,Sprint Race,Round 8 ,2018-07-29
646,28,46:04.314,77.184,16.252,159.699,1:34.337,12.0,16.0,6,N. Latifi,DAMS,Budapest,Sprint Race,Round 8 ,2018-07-29
647,27,45:47.668,1 LAP,1 LAP,154.927,1:31.889,24.0,17.0,21,A. Fuoco,Charouz Racing System,Budapest,Sprint Race,Round 8 ,2018-07-29
648,25,56:02.281,0.000,0.000,187.347,2:00.632,19.0,1.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
649,25,56:05.434,3.153,3.153,187.171,2:01.155,20.0,2.0,18,S. Sette Câmara,Carlin,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
650,25,56:09.853,7.572,4.419,186.926,2:01.274,10.0,3.0,8,G. Russell,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
651,25,56:11.187,8.906,1.334,186.852,2:01.592,10.0,4.0,19,L. Norris,Carlin,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
652,25,56:11.689,9.408,0.502,186.824,2:01.809,10.0,5.0,5,A. Albon,DAMS,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
653,25,56:15.462,13.181,3.773,186.615,2:02.569,23.0,6.0,1,A. Markelov,RUSSIAN TIME,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
654,25,56:15.492,13.211,0.030,186.613,2:01.840,10.0,7.0,14,L. Ghiotto,Campos Vexatec Racing,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
655,25,56:16.955,14.674,1.463,186.533,2:02.756,21.0,8.0,6,N. Latifi,DAMS,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
656,25,56:18.196,15.915,1.241,186.464,2:02.706,23.0,9.0,11,M. Günther,BWT Arden,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
657,25,56:24.635,22.354,6.439,186.109,2:02.891,11.0,10.0,15,R. Nissany,Campos Vexatec Racing,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
658,25,56:26.198,23.917,1.563,186.023,2:02.627,11.0,11.0,7,J. Aitken,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
659,25,56:26.758,24.477,0.560,185.993,2:03.484,20.0,12.0,2,T. Makino,RUSSIAN TIME,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
660,25,56:28.698,26.417,1.940,185.886,2:03.520,20.0,13.0,17,A. Lorandi,Trident,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
661,25,56:31.201,28.920,2.503,185.749,2:02.858,8.0,14.0,16,A. Maini,Trident,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
662,25,56:31.893,29.612,0.692,185.711,2:03.319,2.0,15.0,9,D. Boccolacci,MP Motorsport,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
663,25,56:34.763,32.482,2.870,185.554,2:03.284,13.0,16.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
664,25,56:34.987,32.706,0.224,185.542,2:02.664,23.0,17.0,21,A. Fuoco,Charouz Racing System,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
665,25,56:36.393,34.112,1.406,185.465,2:01.889,9.0,18.0,20,L. Delétraz,Charouz Racing System,Spa-Francorchamps,Feature Race,Round 9 ,2018-08-26
666,18,37:13.659,0.000,0.000,202.991,2:01.484,2.0,1.0,6,N. Latifi,DAMS,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
667,18,37:24.061,10.402,10.402,202.05,2:02.440,2.0,2.0,19,L. Norris,Carlin,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
668,18,37:24.425,10.766,0.364,202.017,2:03.074,3.0,3.0,5,A. Albon,DAMS,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
669,18,37:26.869,13.210,2.444,201.797,2:02.028,2.0,4.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
670,18,37:27.107,13.448,0.238,201.776,2:02.410,2.0,5.0,1,A. Markelov,RUSSIAN TIME,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
671,18,37:35.838,22.179,8.731,200.995,2:02.059,2.0,6.0,14,L. Ghiotto,Campos Vexatec Racing,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
672,18,37:37.016,23.357,1.178,200.89,2:02.190,2.0,7.0,8,G. Russell,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
673,18,37:45.523,31.864,8.507,200.136,2:03.729,3.0,8.0,16,A. Maini,Trident,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
674,18,37:47.237,33.578,1.714,199.984,2:03.214,5.0,9.0,18,S. Sette Câmara,Carlin,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
675,18,37:48.226,34.567,0.989,199.897,2:04.072,2.0,10.0,7,J. Aitken,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
676,18,37:53.691,40.032,5.465,199.417,2:04.447,8.0,11.0,2,T. Makino,RUSSIAN TIME,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
677,18,37:53.759,40.100,0.068,199.411,2:04.666,3.0,12.0,10,R. Boschung,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
678,18,37:56.558,42.899,2.799,199.165,2:04.366,2.0,13.0,20,L. Delétraz,Charouz Racing System,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
679,18,37:58.290,44.631,1.732,199.014,2:03.809,5.0,14.0,15,R. Nissany,Campos Vexatec Racing,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
680,18,38:06.227,52.568,7.937,198.323,2:03.574,2.0,15.0,17,A. Lorandi,Trident,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
681,18,38:08.964,55.305,2.737,198.086,2:02.504,15.0,16.0,11,M. Günther,BWT Arden,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
682,18,38:12.666,59.007,3.702,197.766,2:04.950,3.0,17.0,12,N. Fukuzumi,BWT Arden,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
683,18,38:13.774,60.115,1.108,197.671,2:02.504,14.0,18.0,9,D. Boccolacci,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
684,18,38:20.595,66.936,6.821,197.085,2:01.712,17.0,19.0,21,A. Fuoco,Charouz Racing System,Spa-Francorchamps,Sprint Race,Round 9 ,2018-08-26
685,30,49:10.197,0.000,0.000,211.691,1:35.623,29.0,1.0,2,T. Makino,RUSSIAN TIME,Monza,Feature Race,Round 10 ,2018-09-02
686,30,49:11.995,1.798,1.798,211.562,1:35.573,29.0,2.0,1,A. Markelov,RUSSIAN TIME,Monza,Feature Race,Round 10 ,2018-09-02
687,30,49:13.303,3.106,1.308,211.468,1:35.613,29.0,3.0,5,A. Albon,DAMS,Monza,Feature Race,Round 10 ,2018-09-02
688,30,49:16.375,6.178,3.072,211.249,1:35.695,26.0,4.0,8,G. Russell,ART Grand Prix,Monza,Feature Race,Round 10 ,2018-09-02
689,30,49:18.471,8.274,2.096,211.099,1:35.679,23.0,5.0,6,N. Latifi,DAMS,Monza,Feature Race,Round 10 ,2018-09-02
690,30,49:19.214,9.017,0.743,211.046,1:35.620,24.0,6.0,19,L. Norris,Carlin,Monza,Feature Race,Round 10 ,2018-09-02
691,30,49:28.415,18.218,9.201,210.392,1:35.296,30.0,7.0,18,S. Sette Câmara,Carlin,Monza,Feature Race,Round 10 ,2018-09-02
692,30,49:37.328,27.131,2.278,209.762,1:35.872,28.0,8.0,10,R. Boschung,MP Motorsport,Monza,Feature Race,Round 10 ,2018-09-02
693,30,49:37.400,27.203,0.072,209.757,1:35.937,24.0,9.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Monza,Feature Race,Round 10 ,2018-09-02
694,30,49:40.590,30.393,3.190,209.532,1:36.643,11.0,10.0,14,L. Ghiotto,Campos Vexatec Racing,Monza,Feature Race,Round 10 ,2018-09-02
695,30,49:53.777,43.580,13.187,208.609,1:36.683,9.0,11.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Monza,Feature Race,Round 10 ,2018-09-02
696,30,49:55.570,45.373,1.793,208.485,1:36.604,10.0,12.0,11,M. Günther,BWT Arden,Monza,Feature Race,Round 10 ,2018-09-02
697,30,49:55.689,45.492,0.119,208.476,1:35.815,29.0,13.0,20,L. Delétraz,Charouz Racing System,Monza,Feature Race,Round 10 ,2018-09-02
698,30,49:59.036,48.839,3.347,208.244,1:36.550,30.0,14.0,12,N. Fukuzumi,BWT Arden,Monza,Feature Race,Round 10 ,2018-09-02
699,30,50:02.753,52.556,3.717,207.986,1:36.563,29.0,15.0,17,A. Lorandi,Trident,Monza,Feature Race,Round 10 ,2018-09-02
700,29,49:52.291,1 LAP,1 LAP,201.744,1:37.132,17.0,16.0,15,R. Nissany,Campos Vexatec Racing,Monza,Feature Race,Round 10 ,2018-09-02
701,28,48:35.032,DNF,-,199.936,1:35.733,9.0,17.0,7,J. Aitken,ART Grand Prix,Monza,Feature Race,Round 10 ,2018-09-02
702,21,33:31.886,0.000,0.000,217.128,1:34.899,3.0,1.0,8,G. Russell,ART Grand Prix,Monza,Sprint Race,Round 10 ,2018-09-02
703,21,33:32.942,1.056,1.056,217.014,1:34.927,3.0,2.0,1,A. Markelov,RUSSIAN TIME,Monza,Sprint Race,Round 10 ,2018-09-02
704,21,33:36.233,4.347,3.291,216.66,1:34.896,4.0,3.0,18,S. Sette Câmara,Carlin,Monza,Sprint Race,Round 10 ,2018-09-02
705,21,33:37.537,5.651,1.304,216.52,1:35.300,3.0,4.0,6,N. Latifi,DAMS,Monza,Sprint Race,Round 10 ,2018-09-02
706,21,33:38.060,6.174,0.523,216.464,1:35.017,4.0,5.0,19,L. Norris,Carlin,Monza,Sprint Race,Round 10 ,2018-09-02
707,21,33:49.338,17.452,11.278,215.261,1:35.502,4.0,6.0,14,L. Ghiotto,Campos Vexatec Racing,Monza,Sprint Race,Round 10 ,2018-09-02
708,21,33:52.637,20.751,3.299,214.912,1:35.737,9.0,7.0,9,D. Boccolacci,MP Motorsport,Monza,Sprint Race,Round 10 ,2018-09-02
709,21,33:56.102,24.216,3.465,214.546,1:35.489,11.0,8.0,7,J. Aitken,ART Grand Prix,Monza,Sprint Race,Round 10 ,2018-09-02
710,21,33:57.074,25.188,0.972,214.444,1:35.886,9.0,9.0,16,A. Maini,Trident,Monza,Sprint Race,Round 10 ,2018-09-02
711,21,34:00.339,28.453,3.265,214.1,1:35.800,5.0,10.0,21,A. Fuoco,Charouz Racing System,Monza,Sprint Race,Round 10 ,2018-09-02
712,21,34:03.761,31.875,3.422,213.742,1:35.845,3.0,11.0,20,L. Delétraz,Charouz Racing System,Monza,Sprint Race,Round 10 ,2018-09-02
713,21,34:06.678,34.792,2.917,213.437,1:35.571,5.0,12.0,17,A. Lorandi,Trident,Monza,Sprint Race,Round 10 ,2018-09-02
714,21,34:10.208,38.323,3.531,213.07,1:35.981,5.0,13.0,12,N. Fukuzumi,BWT Arden,Monza,Sprint Race,Round 10 ,2018-09-02
715,21,34:36.264,64.379,26.056,210.396,1:35.555,21.0,14.0,2,T. Makino,RUSSIAN TIME,Monza,Sprint Race,Round 10 ,2018-09-02
716,21,34:49.666,77.780,13.401,209.046,1:35.812,4.0,15.0,15,R. Nissany,Campos Vexatec Racing,Monza,Sprint Race,Round 10 ,2018-09-02
717,21,34:50.734,78.848,1.068,208.94,1:36.226,8.0,16.0,11,M. Günther,BWT Arden,Monza,Sprint Race,Round 10 ,2018-09-02
718,20,33:53.153,1 LAP,1 LAP,204.6,1:35.198,20.0,17.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Monza,Sprint Race,Round 10 ,2018-09-02
719,28,54:12.383,0.000,0.000,181.024,1:52.007,27.0,1.0,5,A. Albon,DAMS,Sochi,Feature Race,Round 11 ,2018-09-30
720,28,54:23.690,11.307,11.307,180.397,1:51.986,23.0,2.0,6,N. Latifi,DAMS,Sochi,Feature Race,Round 11 ,2018-09-30
721,28,54:26.642,14.259,2.952,180.234,1:51.929,8.0,3.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Sochi,Feature Race,Round 11 ,2018-09-30
722,28,54:29.851,17.468,3.209,180.057,1:52.908,8.0,4.0,8,G. Russell,ART Grand Prix,Sochi,Feature Race,Round 11 ,2018-09-30
723,28,54:35.336,22.953,5.485,179.756,1:52.824,10.0,5.0,18,S. Sette Câmara,Carlin,Sochi,Feature Race,Round 11 ,2018-09-30
724,28,54:47.282,34.899,11.946,179.102,1:54.335,18.0,6.0,21,A. Fuoco,Charouz Racing System,Sochi,Feature Race,Round 11 ,2018-09-30
725,28,54:51.516,39.133,4.234,178.872,1:53.770,9.0,7.0,17,A. Lorandi,Trident,Sochi,Feature Race,Round 11 ,2018-09-30
726,28,54:55.846,43.463,4.330,178.637,1:54.405,12.0,8.0,12,N. Fukuzumi,BWT Arden,Sochi,Feature Race,Round 11 ,2018-09-30
727,28,54:58.717,46.334,2.871,178.482,1:53.672,8.0,9.0,15,R. Merhi,Campos Vexatec Racing,Sochi,Feature Race,Round 11 ,2018-09-30
728,28,54:58.844,46.461,0.127,178.475,1:53.326,8.0,10.0,2,T. Makino,RUSSIAN TIME,Sochi,Feature Race,Round 11 ,2018-09-30
729,28,55:05.838,53.455,6.994,178.097,1:53.137,21.0,11.0,1,A. Markelov,RUSSIAN TIME,Sochi,Feature Race,Round 11 ,2018-09-30
730,28,55:08.989,56.606,3.151,177.928,1:53.135,23.0,12.0,20,L. Delétraz,Charouz Racing System,Sochi,Feature Race,Round 11 ,2018-09-30
731,28,55:13.333,60.950,4.344,177.694,1:53.116,21.0,13.0,9,D. Boccolacci,MP Motorsport,Sochi,Feature Race,Round 11 ,2018-09-30
732,28,55:18.905,66.522,5.572,177.396,1:53.938,23.0,14.0,7,J. Aitken,ART Grand Prix,Sochi,Feature Race,Round 11 ,2018-09-30
733,27,55:07.943,1 LAP,1 LAP,171.62,1:51.988,25.0,15.0,16,A. Maini,Trident,Sochi,Feature Race,Round 11 ,2018-09-30
734,26,50:47.058,DNF,-,179.404,1:53.025,22.0,16.0,11,M. Günther,BWT Arden,Sochi,Feature Race,Round 11 ,2018-09-30
735,21,44:46.259,0.000,0.000,164.314,1:50.501,5.0,1.0,8,G. Russell,ART Grand Prix,Sochi,Sprint Race,Round 11 ,2018-09-30
736,21,44:53.697,7.438,7.438,163.861,1:52.274,5.0,2.0,18,S. Sette Câmara,Carlin,Sochi,Sprint Race,Round 11 ,2018-09-30
737,21,44:54.475,8.216,0.778,163.813,1:52.221,6.0,3.0,5,A. Albon,DAMS,Sochi,Sprint Race,Round 11 ,2018-09-30
738,21,45:05.391,19.132,10.916,163.152,1:52.237,5.0,4.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Sochi,Sprint Race,Round 11 ,2018-09-30
739,21,45:08.517,22.258,3.126,162.964,1:52.333,5.0,5.0,1,A. Markelov,RUSSIAN TIME,Sochi,Sprint Race,Round 11 ,2018-09-30
740,21,45:14.037,27.778,5.520,162.633,1:52.561,5.0,6.0,15,R. Merhi,Campos Vexatec Racing,Sochi,Sprint Race,Round 11 ,2018-09-30
741,21,45:17.111,30.852,3.074,162.449,1:52.237,5.0,7.0,12,N. Fukuzumi,BWT Arden,Sochi,Sprint Race,Round 11 ,2018-09-30
742,21,45:21.449,35.190,4.338,162.19,1:53.002,5.0,8.0,9,D. Boccolacci,MP Motorsport,Sochi,Sprint Race,Round 11 ,2018-09-30
743,21,45:26.240,39.981,4.791,161.905,1:52.341,5.0,9.0,21,A. Fuoco,Charouz Racing System,Sochi,Sprint Race,Round 11 ,2018-09-30
744,21,45:33.335,47.076,7.095,161.484,1:53.781,6.0,10.0,11,M. Günther,BWT Arden,Sochi,Sprint Race,Round 11 ,2018-09-30
745,21,45:36.967,50.708,3.632,161.27,1:52.423,5.0,11.0,2,T. Makino,RUSSIAN TIME,Sochi,Sprint Race,Round 11 ,2018-09-30
746,21,45:39.369,53.110,2.402,161.129,1:53.012,5.0,12.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Sochi,Sprint Race,Round 11 ,2018-09-30
747,21,45:39.663,53.404,0.294,161.111,1:52.444,5.0,13.0,20,L. Delétraz,Charouz Racing System,Sochi,Sprint Race,Round 11 ,2018-09-30
748,21,45:39.812,53.553,0.149,161.103,1:52.388,5.0,14.0,14,L. Ghiotto,Campos Vexatec Racing,Sochi,Sprint Race,Round 11 ,2018-09-30
749,21,46:28.261,102.002,48.449,158.303,1:53.743,6.0,15.0,16,A. Maini,Trident,Sochi,Sprint Race,Round 11 ,2018-09-30
750,29,1:03:33.863,0.000,0.000,151.925,1:55.039,11.0,1.0,8,G. Russell,ART Grand Prix,Yas Island,Feature Race,Round 12 ,2018-11-25
751,29,1:03:37.164,3.301,3.301,151.794,1:54.734,12.0,2.0,1,A. Markelov,RUSSIAN TIME,Yas Island,Feature Race,Round 12 ,2018-11-25
752,29,1:03:42.146,8.283,4.982,151.596,1:53.194,27.0,3.0,14,L. Ghiotto,Campos Vexatec Racing,Yas Island,Feature Race,Round 12 ,2018-11-25
753,29,1:03:45.909,12.046,3.763,151.447,1:55.137,7.0,4.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Yas Island,Feature Race,Round 12 ,2018-11-25
754,29,1:03:52.913,19.050,7.004,151.17,1:54.492,12.0,5.0,19,L. Norris,Carlin,Yas Island,Feature Race,Round 12 ,2018-11-25
755,29,1:03:55.827,21.964,2.914,151.055,1:55.946,10.0,6.0,20,L. Delétraz,Charouz Racing System,Yas Island,Feature Race,Round 12 ,2018-11-25
756,29,1:03:57.496,23.633,1.669,150.99,1:56.633,12.0,7.0,21,A. Fuoco,Charouz Racing System,Yas Island,Feature Race,Round 12 ,2018-11-25
757,29,1:04:01.238,27.375,3.742,150.842,1:56.711,10.0,8.0,15,R. Merhi,Campos Vexatec Racing,Yas Island,Feature Race,Round 12 ,2018-11-25
758,29,1:04:01.703,27.840,0.465,150.824,1:56.471,27.0,9.0,2,T. Makino,RUSSIAN TIME,Yas Island,Feature Race,Round 12 ,2018-11-25
759,29,1:04:06.649,32.786,4.946,150.63,1:56.201,11.0,10.0,7,J. Aitken,ART Grand Prix,Yas Island,Feature Race,Round 12 ,2018-11-25
760,29,1:04:16.348,42.485,9.699,150.251,1:57.026,14.0,11.0,11,D. Ticktum,BWT Arden,Yas Island,Feature Race,Round 12 ,2018-11-25
761,29,1:04:20.166,46.303,3.818,150.103,1:55.522,11.0,12.0,9,D. Boccolacci,MP Motorsport,Yas Island,Feature Race,Round 12 ,2018-11-25
762,29,1:04:21.672,47.809,1.506,150.044,1:55.549,11.0,13.0,17,A. Lorandi,Trident,Yas Island,Feature Race,Round 12 ,2018-11-25
763,29,1:04:29.434,55.571,7.762,149.743,1:54.038,25.0,14.0,5,A. Albon,DAMS,Yas Island,Feature Race,Round 12 ,2018-11-25
764,29,1:04:44.053,70.190,14.619,149.18,1:57.489,8.0,15.0,10,N. Kari,MP Motorsport,Yas Island,Feature Race,Round 12 ,2018-11-25
765,29,1:04:44.629,70.766,0.576,149.158,1:53.303,24.0,16.0,18,S. Sette Câmara,Carlin,Yas Island,Feature Race,Round 12 ,2018-11-25
766,29,1:05:03.834,89.971,19.205,148.424,1:54.391,24.0,17.0,3,S. Gelael,PERTAMINA PREMA Theodore Racing,Yas Island,Feature Race,Round 12 ,2018-11-25
767,21,42:48.729,0.000,0.000,163.298,1:58.016,5.0,1.0,21,A. Fuoco,Charouz Racing System,Yas Island,Sprint Race,Round 12 ,2018-11-25
768,21,42:50.442,1.713,1.713,163.189,1:57.678,4.0,2.0,19,L. Norris,Carlin,Yas Island,Sprint Race,Round 12 ,2018-11-25
769,21,42:52.401,3.672,1.959,163.064,1:57.834,4.0,3.0,15,R. Merhi,Campos Vexatec Racing,Yas Island,Sprint Race,Round 12 ,2018-11-25
770,21,42:57.277,8.548,4.876,162.756,1:57.590,5.0,4.0,8,G. Russell,ART Grand Prix,Yas Island,Sprint Race,Round 12 ,2018-11-25
771,21,42:58.187,9.458,0.910,162.698,1:57.745,5.0,5.0,4,N. de Vries,PERTAMINA PREMA Theodore Racing,Yas Island,Sprint Race,Round 12 ,2018-11-25
772,21,42:59.779,11.050,1.592,162.598,1:57.658,5.0,6.0,20,L. Delétraz,Charouz Racing System,Yas Island,Sprint Race,Round 12 ,2018-11-25
773,21,43:01.689,12.960,1.910,162.478,1:57.695,5.0,7.0,1,A. Markelov,RUSSIAN TIME,Yas Island,Sprint Race,Round 12 ,2018-11-25
774,21,43:03.776,15.047,2.087,162.347,1:58.138,5.0,8.0,5,A. Albon,DAMS,Yas Island,Sprint Race,Round 12 ,2018-11-25
775,21,43:08.375,19.646,4.599,162.058,1:58.109,5.0,9.0,14,L. Ghiotto,Campos Vexatec Racing,Yas Island,Sprint Race,Round 12 ,2018-11-25
776,21,43:11.781,23.052,3.406,161.845,1:57.637,5.0,10.0,18,S. Sette Câmara,Carlin,Yas Island,Sprint Race,Round 12 ,2018-11-25
777,21,43:13.158,24.429,1.377,161.759,1:58.081,5.0,11.0,9,D. Boccolacci,MP Motorsport,Yas Island,Sprint Race,Round 12 ,2018-11-25
778,21,43:16.572,27.843,3.414,161.546,1:58.614,4.0,12.0,12,N. Fukuzumi,BWT Arden,Yas Island,Sprint Race,Round 12 ,2018-11-25
779,21,43:19.264,30.535,2.692,161.379,1:58.293,5.0,13.0,7,J. Aitken,ART Grand Prix,Yas Island,Sprint Race,Round 12 ,2018-11-25
780,21,43:21.934,33.205,2.670,161.214,1:59.288,5.0,14.0,17,A. Lorandi,Trident,Yas Island,Sprint Race,Round 12 ,2018-11-25
781,21,44:24.743,96.014,62.809,157.414,1:58.205,19.0,15.0,6,N. Latifi,DAMS,Yas Island,Sprint Race,Round 12 ,2018-11-25
782,32,59:19.517,0.000,0.000,174.904,1:47.989,21.0,1.0,6,N. Latifi,DAMS,Sakhir,Feature Race,Round 1 ,2019-03-31
783,32,59:28.261,8.744,8.744,174.476,1:47.833,19.0,2.0,8,L. Ghiotto,UNI-Virtuosi,Sakhir,Feature Race,Round 1 ,2019-03-31
784,32,59:34.343,14.826,6.082,174.179,1:48.463,22.0,3.0,5,S. Sette Câmara,DAMS,Sakhir,Feature Race,Round 1 ,2019-03-31
785,32,59:36.790,17.273,2.447,174.06,1:48.483,19.0,4.0,19,A. Hubert,BWT Arden,Sakhir,Feature Race,Round 1 ,2019-03-31
786,32,59:46.203,26.686,9.413,173.603,1:48.523,16.0,5.0,1,L. Delétraz,Carlin,Sakhir,Feature Race,Round 1 ,2019-03-31
787,32,59:48.014,28.497,1.811,173.515,1:48.850,3.0,6.0,4,N. de Vries,ART Grand Prix,Sakhir,Feature Race,Round 1 ,2019-03-31
788,32,59:51.062,31.545,3.048,173.368,1:48.518,20.0,7.0,15,J. Aitken,Campos Racing,Sakhir,Feature Race,Round 1 ,2019-03-31
