,LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
2126,35,1:02:0.898,6.287,1.243,165.932,1:28.972,31.0,16.0,7,M. Armstrong,Hitech Grand Prix,Imola,Feature Race,Round 3 ,2022-04-24
2127,35,1:03:18.014,81.403,73.640,162.65,1:30.517,16.0,17.0,25,A. Cordeel,Van Amersfoort Racing,Imola,Feature Race,Round 3 ,2022-04-24
2128,25,40:50.545,0.000,0.000,179.97,1:29.286,12.0,1.0,7,M. Armstrong,Hitech Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
2129,25,40:51.976,1.431,1.431,179.865,1:29.196,9.0,2.0,2,J. Daruvala,PREMA Racing,Imola,Sprint Race,Round 3 ,2022-04-24
2130,25,40:52.788,2.243,0.812,179.805,1:29.106,12.0,3.0,1,D. Hauger,PREMA Racing,Imola,Sprint Race,Round 3 ,2022-04-24
2131,25,40:53.348,2.803,0.560,179.764,1:29.263,20.0,4.0,16,R. Nissany,DAMS,Imola,Sprint Race,Round 3 ,2022-04-24
2132,25,40:57.590,7.045,4.242,179.454,1:29.344,17.0,5.0,11,F. Drugovich,MP Motorsport,Imola,Sprint Race,Round 3 ,2022-04-24
2133,25,41:00.366,9.821,2.776,179.251,1:29.423,17.0,6.0,6,L. Sargeant,Carlin,Imola,Sprint Race,Round 3 ,2022-04-24
2134,25,41:02.917,12.372,2.551,179.066,1:29.447,17.0,7.0,10,T. Pourchaire,ART Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
2135,25,41:03.371,12.826,0.454,179.033,1:29.505,17.0,8.0,5,L. Lawson,Carlin,Imola,Sprint Race,Round 3 ,2022-04-24
2136,25,41:03.981,13.436,0.610,178.988,1:29.456,14.0,9.0,17,A. Iwasa,DAMS,Imola,Sprint Race,Round 3 ,2022-04-24
2137,25,41:08.259,17.714,4.278,178.678,1:29.609,14.0,10.0,9,F. Vesti,ART Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
2138,25,41:10.724,20.179,2.465,178.5,1:29.403,12.0,11.0,3,J. Doohan,Virtuosi Racing,Imola,Sprint Race,Round 3 ,2022-04-24
2139,25,41:11.604,21.059,0.880,178.436,1:29.597,14.0,12.0,22,E. Fittipaldi,Charouz Racing System,Imola,Sprint Race,Round 3 ,2022-04-24
2140,25,41:12.038,21.493,0.434,178.405,1:29.309,14.0,13.0,20,R. Verschoor,Trident,Imola,Sprint Race,Round 3 ,2022-04-24
2141,25,41:13.487,22.942,1.449,178.3,1:29.511,15.0,14.0,21,C. Williams,Trident,Imola,Sprint Race,Round 3 ,2022-04-24
2142,25,41:13.820,23.275,0.333,178.276,1:28.841,12.0,15.0,8,J. Vips,Hitech Grand Prix,Imola,Sprint Race,Round 3 ,2022-04-24
2143,25,41:14.761,24.216,0.941,178.209,1:29.893,12.0,16.0,4,M. Sato,Virtuosi Racing,Imola,Sprint Race,Round 3 ,2022-04-24
2144,25,41:15.182,24.637,0.421,178.178,1:29.663,15.0,17.0,14,O. Caldwell,Campos Racing,Imola,Sprint Race,Round 3 ,2022-04-24
2145,25,41:16.401,25.856,1.219,178.091,1:29.643,15.0,18.0,24,J. Hughes,Van Amersfoort Racing,Imola,Sprint Race,Round 3 ,2022-04-24
2146,25,41:16.844,26.299,0.443,178.059,1:29.670,17.0,19.0,12,C. Novalak,MP Motorsport,Imola,Sprint Race,Round 3 ,2022-04-24
2147,37,1:02:14.874,0.000,0.000,166.607,1:34.511,10.0,1.0,11,F. Drugovich,MP Motorsport,Barcelona,Feature Race,Round 4 ,2022-05-22
2148,37,1:02:20.504,5.630,5.630,166.356,1:34.231,7.0,2.0,3,J. Doohan,Virtuosi Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
2149,37,1:02:38.043,23.169,17.539,165.579,1:34.576,7.0,3.0,9,F. Vesti,ART Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
2150,37,1:02:39.594,24.720,1.551,165.511,1:34.400,8.0,4.0,6,L. Sargeant,Carlin,Barcelona,Feature Race,Round 4 ,2022-05-22
2151,37,1:02:39.934,25.060,0.340,165.496,1:34.823,31.0,5.0,12,C. Novalak,MP Motorsport,Barcelona,Feature Race,Round 4 ,2022-05-22
2152,37,1:02:46.304,31.430,6.370,165.216,1:35.013,31.0,6.0,22,E. Fittipaldi,Charouz Racing System,Barcelona,Feature Race,Round 4 ,2022-05-22
2153,37,1:02:47.073,32.199,0.769,165.182,1:34.890,33.0,7.0,7,M. Armstrong,Hitech Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
2154,37,1:02:50.481,35.607,3.408,165.033,1:35.236,8.0,8.0,10,T. Pourchaire,ART Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
2155,37,1:02:52.048,37.174,1.567,164.965,1:35.656,10.0,9.0,5,L. Lawson,Carlin,Barcelona,Feature Race,Round 4 ,2022-05-22
2156,37,1:02:52.149,37.275,0.101,164.96,1:34.340,35.0,10.0,16,R. Nissany,DAMS,Barcelona,Feature Race,Round 4 ,2022-05-22
2157,37,1:02:53.628,38.754,1.479,164.896,1:35.102,10.0,11.0,21,C. Williams,Trident,Barcelona,Feature Race,Round 4 ,2022-05-22
2158,37,1:03:09.722,54.848,16.094,164.195,1:35.990,12.0,12.0,17,A. Iwasa,DAMS,Barcelona,Feature Race,Round 4 ,2022-05-22
2159,37,1:03:09.923,55.049,0.201,164.187,1:34.960,37.0,13.0,1,D. Hauger,PREMA Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
2160,37,1:03:11.422,56.548,1.499,164.122,1:34.720,32.0,14.0,14,O. Caldwell,Campos Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
2161,37,1:03:14.501,59.627,3.079,163.988,1:35.697,19.0,15.0,25,A. Cordeel,Van Amersfoort Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
2162,37,1:03:18.227,63.353,3.726,163.828,1:35.203,9.0,16.0,24,J. Hughes,Van Amersfoort Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
2163,37,1:03:29.677,74.803,11.450,163.335,1:35.231,2.0,17.0,8,J. Vips,Hitech Grand Prix,Barcelona,Feature Race,Round 4 ,2022-05-22
2164,37,1:03:34.936,80.062,5.259,163.11,1:34.552,31.0,18.0,20,R. Verschoor,Trident,Barcelona,Feature Race,Round 4 ,2022-05-22
2165,37,1:03:45.392,90.518,10.456,162.664,1:36.160,12.0,19.0,4,M. Sato,Virtuosi Racing,Barcelona,Feature Race,Round 4 ,2022-05-22
2166,37,1:03:48.709,93.835,3.317,162.523,1:37.045,8.0,20.0,23,C. Bölükbasi,Charouz Racing System,Barcelona,Feature Race,Round 4 ,2022-05-22
2167,26,44:12.635,0.000,0.000,164.789,1:35.211,23.0,1.0,11,F. Drugovich,MP Motorsport,Barcelona,Sprint Race,Round 4 ,2022-05-22
2168,26,44:14.744,2.109,2.109,164.658,1:36.162,25.0,2.0,17,A. Iwasa,DAMS,Barcelona,Sprint Race,Round 4 ,2022-05-22
2169,26,44:16.800,4.165,2.056,164.531,1:36.270,21.0,3.0,6,L. Sargeant,Carlin,Barcelona,Sprint Race,Round 4 ,2022-05-22
2170,26,44:21.128,8.493,4.328,164.263,1:36.076,21.0,4.0,2,J. Daruvala,PREMA Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2171,26,44:21.886,9.251,0.758,164.216,1:36.288,17.0,5.0,10,T. Pourchaire,ART Grand Prix,Barcelona,Sprint Race,Round 4 ,2022-05-22
2172,26,44:23.116,10.481,1.230,164.14,1:36.004,22.0,6.0,3,J. Doohan,Virtuosi Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2173,26,44:29.065,16.430,5.949,163.775,1:36.329,16.0,7.0,9,F. Vesti,ART Grand Prix,Barcelona,Sprint Race,Round 4 ,2022-05-22
2174,26,44:29.891,17.256,0.826,163.724,1:36.158,16.0,8.0,22,E. Fittipaldi,Charouz Racing System,Barcelona,Sprint Race,Round 4 ,2022-05-22
2175,26,44:30.340,17.705,0.449,163.696,1:36.255,17.0,9.0,5,L. Lawson,Carlin,Barcelona,Sprint Race,Round 4 ,2022-05-22
2176,26,44:31.159,18.524,0.819,163.646,1:36.377,19.0,10.0,7,M. Armstrong,Hitech Grand Prix,Barcelona,Sprint Race,Round 4 ,2022-05-22
2177,26,44:37.956,25.321,6.797,163.231,1:36.794,20.0,11.0,20,R. Verschoor,Trident,Barcelona,Sprint Race,Round 4 ,2022-05-22
2178,26,44:38.632,25.997,0.676,163.19,1:36.817,14.0,12.0,1,D. Hauger,PREMA Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2179,26,44:39.111,26.476,0.479,163.16,1:36.867,20.0,13.0,14,O. Caldwell,Campos Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2180,26,44:41.950,29.315,2.839,162.988,1:35.865,15.0,14.0,12,C. Novalak,MP Motorsport,Barcelona,Sprint Race,Round 4 ,2022-05-22
2181,26,44:44.125,31.490,2.175,162.856,1:36.532,21.0,15.0,16,R. Nissany,DAMS,Barcelona,Sprint Race,Round 4 ,2022-05-22
2182,26,44:46.416,33.781,2.291,162.717,1:36.745,20.0,16.0,21,C. Williams,Trident,Barcelona,Sprint Race,Round 4 ,2022-05-22
2183,26,44:50.071,37.436,3.655,162.496,1:37.177,20.0,17.0,4,M. Sato,Virtuosi Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2184,26,45:05.916,53.281,15.845,161.544,1:37.690,4.0,18.0,23,C. Bölükbasi,Charouz Racing System,Barcelona,Sprint Race,Round 4 ,2022-05-22
2185,26,45:18.561,65.926,12.645,160.793,1:36.869,19.0,19.0,25,A. Cordeel,Van Amersfoort Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2186,24,41:30.794,DNF,-,161.983,1:36.310,17.0,20.0,24,J. Hughes,Van Amersfoort Racing,Barcelona,Sprint Race,Round 4 ,2022-05-22
2187,42,1:02:35.675,0.000,0.000,134.344,1:23.251,29.0,1.0,11,F. Drugovich,MP Motorsport,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2188,42,1:02:36.502,0.827,0.827,134.314,1:23.264,29.0,2.0,10,T. Pourchaire,ART Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2189,42,1:02:43.717,8.042,7.215,134.057,1:23.256,31.0,3.0,8,J. Vips,Hitech Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2190,42,1:02:48.629,12.954,4.912,133.882,1:23.376,17.0,4.0,3,J. Doohan,Virtuosi Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2191,42,1:02:49.209,13.534,0.580,133.862,1:23.525,33.0,5.0,22,E. Fittipaldi,Charouz Racing System,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2192,42,1:02:50.421,14.746,1.212,133.819,1:23.737,29.0,6.0,7,M. Armstrong,Hitech Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2193,42,1:02:50.976,15.301,0.555,133.799,1:22.863,13.0,7.0,1,D. Hauger,PREMA Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2194,42,1:02:51.396,15.721,0.420,133.784,1:22.900,15.0,8.0,2,J. Daruvala,PREMA Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2195,42,1:02:51.839,16.164,0.443,133.768,1:23.344,17.0,9.0,6,L. Sargeant,Carlin,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2196,42,1:02:59.840,24.165,8.001,133.485,1:24.043,31.0,10.0,4,M. Sato,Virtuosi Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2197,42,1:03:03.345,27.670,3.505,133.361,1:24.206,28.0,11.0,23,C. Bölükbasi,Charouz Racing System,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2198,42,1:03:03.430,27.755,0.085,133.358,1:22.862,35.0,12.0,20,R. Verschoor,Trident,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2199,42,1:03:06.188,30.513,2.758,133.261,1:24.185,16.0,13.0,24,J. Hughes,Van Amersfoort Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2200,42,1:03:07.300,31.625,1.112,133.222,1:23.593,17.0,14.0,9,F. Vesti,ART Grand Prix,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2201,42,1:03:08.284,32.609,0.984,133.188,1:23.689,17.0,15.0,14,O. Caldwell,Campos Racing,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2202,41,1:01:30.459,DNF,-,133.463,1:23.559,14.0,16.0,21,C. Williams,Trident,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2203,41,1:01:30.688,DNF,-,133.455,1:23.409,17.0,17.0,17,A. Iwasa,DAMS,Monte Carlo,Feature Race,Round 5 ,2022-05-29
2204,30,44:28.491,0.000,0.000,135.056,1:23.033,28.0,1.0,1,D. Hauger,PREMA Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2205,30,44:35.202,6.711,6.711,134.717,1:23.549,26.0,2.0,2,J. Daruvala,PREMA Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2206,30,44:35.758,7.267,0.556,134.689,1:23.086,30.0,3.0,7,M. Armstrong,Hitech Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2207,30,44:41.655,13.164,5.897,134.393,1:24.087,16.0,4.0,22,E. Fittipaldi,Charouz Racing System,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2208,30,44:43.057,14.566,1.402,134.322,1:24.213,17.0,5.0,8,J. Vips,Hitech Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2209,30,44:44.320,15.829,1.263,134.259,1:22.941,30.0,6.0,10,T. Pourchaire,ART Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2210,30,44:45.856,17.365,1.536,134.182,1:22.832,30.0,7.0,3,J. Doohan,Virtuosi Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2211,30,44:50.161,21.670,4.305,133.968,1:23.661,27.0,8.0,5,L. Lawson,Carlin,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2212,30,44:51.329,22.838,1.168,133.91,1:24.363,9.0,9.0,16,R. Nissany,DAMS,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2213,30,44:51.522,23.031,0.193,133.9,1:23.085,30.0,10.0,6,L. Sargeant,Carlin,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2214,30,44:54.847,26.356,3.325,133.735,1:24.538,20.0,11.0,9,F. Vesti,ART Grand Prix,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2215,30,44:59.829,31.338,4.982,133.488,1:24.579,9.0,12.0,23,C. Bölükbasi,Charouz Racing System,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2216,30,45:00.905,32.414,1.076,133.435,1:23.286,29.0,13.0,20,R. Verschoor,Trident,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2217,30,45:12.717,44.226,11.812,132.854,1:24.750,7.0,14.0,21,C. Williams,Trident,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2218,30,45:13.143,44.652,0.426,132.833,1:24.879,6.0,15.0,4,M. Sato,Virtuosi Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2219,30,45:13.736,45.245,0.593,132.804,1:24.883,7.0,16.0,14,O. Caldwell,Campos Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2220,30,45:15.761,47.270,2.025,132.705,1:23.815,8.0,17.0,25,A. Cordeel,Van Amersfoort Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2221,30,45:23.894,55.403,8.133,132.309,1:23.594,15.0,18.0,24,J. Hughes,Van Amersfoort Racing,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2222,30,45:24.242,55.751,0.348,132.292,1:23.846,15.0,19.0,17,A. Iwasa,DAMS,Monte Carlo,Sprint Race,Round 5 ,2022-05-29
2223,26,1:03:29.334,0.000,0.000,147.402,1:56.633,21.0,1.0,1,D. Hauger,PREMA Racing,Baku,Feature Race,Round 6 ,2022-06-12
2224,26,1:03:29.826,0.492,0.492,147.383,1:56.720,20.0,2.0,6,L. Sargeant,Carlin,Baku,Feature Race,Round 6 ,2022-06-12
2225,26,1:03:30.280,0.946,0.454,147.366,1:57.277,21.0,3.0,11,F. Drugovich,MP Motorsport,Baku,Feature Race,Round 6 ,2022-06-12
2226,26,1:03:30.998,1.664,0.718,147.338,1:57.247,22.0,4.0,2,J. Daruvala,PREMA Racing,Baku,Feature Race,Round 6 ,2022-06-12
2227,26,1:03:32.110,2.776,1.112,147.295,1:57.412,19.0,5.0,20,R. Verschoor,Trident,Baku,Feature Race,Round 6 ,2022-06-12
2228,26,1:03:32.304,2.970,0.194,147.287,1:57.620,20.0,6.0,22,E. Fittipaldi,Charouz Racing System,Baku,Feature Race,Round 6 ,2022-06-12
2229,26,1:03:32.483,3.149,0.179,147.281,1:56.857,20.0,7.0,9,F. Vesti,ART Grand Prix,Baku,Feature Race,Round 6 ,2022-06-12
2230,26,1:03:34.125,4.791,1.642,147.217,1:58.156,20.0,8.0,4,M. Sato,Virtuosi Racing,Baku,Feature Race,Round 6 ,2022-06-12
2231,26,1:03:34.245,4.911,0.120,147.212,1:58.729,19.0,9.0,15,R. Boschung,Campos Racing,Baku,Feature Race,Round 6 ,2022-06-12
2232,26,1:03:34.597,5.263,0.352,147.199,1:58.534,20.0,10.0,24,J. Hughes,Van Amersfoort Racing,Baku,Feature Race,Round 6 ,2022-06-12
2233,26,1:03:34.641,5.307,0.044,147.197,1:56.767,20.0,11.0,10,T. Pourchaire,ART Grand Prix,Baku,Feature Race,Round 6 ,2022-06-12
2234,26,1:03:35.349,6.015,0.708,147.17,1:57.086,18.0,12.0,7,M. Armstrong,Hitech Grand Prix,Baku,Feature Race,Round 6 ,2022-06-12
2235,26,1:03:36.236,6.902,0.887,147.136,1:57.343,20.0,13.0,3,J. Doohan,Virtuosi Racing,Baku,Feature Race,Round 6 ,2022-06-12
2236,26,1:03:36.613,7.279,0.377,147.121,1:57.832,22.0,14.0,17,A. Iwasa,DAMS,Baku,Feature Race,Round 6 ,2022-06-12
2237,26,1:03:40.909,11.575,4.296,146.956,1:58.332,11.0,15.0,5,L. Lawson,Carlin,Baku,Feature Race,Round 6 ,2022-06-12
2238,26,1:03:41.532,12.198,0.623,146.932,1:57.529,21.0,16.0,21,C. Williams,Trident,Baku,Feature Race,Round 6 ,2022-06-12
2239,21,48:36.014,0.000,0.000,155.504,1:57.581,11.0,1.0,9,F. Vesti,ART Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
2240,21,48:36.394,0.380,0.380,155.483,1:57.540,10.0,2.0,2,J. Daruvala,PREMA Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2241,21,48:37.116,1.102,0.722,155.445,1:57.553,13.0,3.0,5,L. Lawson,Carlin,Baku,Sprint Race,Round 6 ,2022-06-12
2242,21,48:37.531,1.517,0.415,155.423,1:57.627,11.0,4.0,7,M. Armstrong,Hitech Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
2243,21,48:37.778,1.764,0.247,155.41,1:57.637,11.0,5.0,11,F. Drugovich,MP Motorsport,Baku,Sprint Race,Round 6 ,2022-06-12
2244,21,48:38.192,2.178,0.414,155.388,1:57.561,11.0,6.0,6,L. Sargeant,Carlin,Baku,Sprint Race,Round 6 ,2022-06-12
2245,21,48:38.682,2.668,0.490,155.362,1:57.683,5.0,7.0,10,T. Pourchaire,ART Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
2246,21,48:39.260,3.246,0.578,155.331,1:58.083,5.0,8.0,17,A. Iwasa,DAMS,Baku,Sprint Race,Round 6 ,2022-06-12
2247,21,48:41.510,5.496,2.250,155.211,1:58.351,4.0,9.0,24,J. Hughes,Van Amersfoort Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2248,21,48:43.395,7.381,1.885,155.111,1:58.361,6.0,10.0,16,R. Nissany,DAMS,Baku,Sprint Race,Round 6 ,2022-06-12
2249,21,48:43.587,7.573,0.192,155.101,1:57.798,13.0,11.0,3,J. Doohan,Virtuosi Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2250,21,48:44.041,8.027,0.454,155.077,1:57.867,12.0,12.0,8,J. Vips,Hitech Grand Prix,Baku,Sprint Race,Round 6 ,2022-06-12
2251,21,48:45.011,8.997,0.970,155.025,1:59.372,7.0,13.0,25,A. Cordeel,Van Amersfoort Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2252,21,48:45.304,9.290,0.293,155.01,1:59.279,12.0,14.0,12,C. Novalak,MP Motorsport,Baku,Sprint Race,Round 6 ,2022-06-12
2253,20,46:36.325,DNF,-,154.431,1:58.371,7.0,15.0,15,R. Boschung,Campos Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2254,20,46:36.598,DNF,-,154.416,1:57.911,13.0,16.0,21,C. Williams,Trident,Baku,Sprint Race,Round 6 ,2022-06-12
2255,20,46:37.164,DNF,-,154.385,1:58.497,9.0,17.0,4,M. Sato,Virtuosi Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2256,20,46:37.229,DNF,-,154.381,1:58.493,11.0,18.0,23,C. Bölükbasi,Charouz Racing System,Baku,Sprint Race,Round 6 ,2022-06-12
2257,20,48:46.667,1 LAP,129.438,147.554,1:58.354,9.0,19.0,14,O. Caldwell,Campos Racing,Baku,Sprint Race,Round 6 ,2022-06-12
2258,18,40:44.593,DNF,-,158.971,1:57.353,13.0,20.0,20,R. Verschoor,Trident,Baku,Sprint Race,Round 6 ,2022-06-12
2259,29,53:50.586,0.000,0.000,190.224,1:42.487,26.0,1.0,6,L. Sargeant,Carlin,Silverstone,Feature Race,Round 7 ,2022-07-03
2260,29,53:52.267,1.681,1.681,190.126,1:42.538,26.0,2.0,10,T. Pourchaire,ART Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
2261,29,53:59.580,8.994,7.313,189.696,1:43.123,13.0,3.0,5,L. Lawson,Carlin,Silverstone,Feature Race,Round 7 ,2022-07-03
2262,29,54:01.898,11.312,2.318,189.561,1:43.068,27.0,4.0,11,F. Drugovich,MP Motorsport,Silverstone,Feature Race,Round 7 ,2022-07-03
2263,29,54:02.547,11.961,0.649,189.523,1:43.223,25.0,5.0,9,F. Vesti,ART Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
2264,29,54:02.862,12.276,0.315,189.504,1:42.033,24.0,6.0,8,J. Vips,Hitech Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
2265,29,54:04.485,13.899,1.623,189.41,1:41.581,25.0,7.0,2,J. Daruvala,PREMA Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
2266,29,54:07.906,17.320,3.421,189.21,1:43.102,27.0,8.0,7,M. Armstrong,Hitech Grand Prix,Silverstone,Feature Race,Round 7 ,2022-07-03
2267,29,54:11.619,21.033,3.713,188.994,1:41.134,29.0,9.0,3,J. Doohan,Virtuosi Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
2268,29,54:18.883,28.297,7.264,188.573,1:41.195,26.0,10.0,24,J. Hughes,Van Amersfoort Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
2269,29,54:19.703,29.117,0.820,188.525,1:43.961,13.0,11.0,22,E. Fittipaldi,Charouz Racing System,Silverstone,Feature Race,Round 7 ,2022-07-03
2270,29,54:21.172,30.586,1.469,188.44,1:43.265,13.0,12.0,17,A. Iwasa,DAMS,Silverstone,Feature Race,Round 7 ,2022-07-03
2271,29,54:24.747,34.161,3.575,188.234,1:43.668,28.0,13.0,12,C. Novalak,MP Motorsport,Silverstone,Feature Race,Round 7 ,2022-07-03
2272,29,54:25.590,35.004,0.843,188.185,1:43.372,27.0,14.0,20,R. Verschoor,Trident,Silverstone,Feature Race,Round 7 ,2022-07-03
2273,29,54:26.012,35.426,0.422,188.161,1:42.130,25.0,15.0,4,M. Sato,Virtuosi Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
2274,29,54:26.977,36.391,0.965,188.106,1:41.970,26.0,16.0,21,C. Williams,Trident,Silverstone,Feature Race,Round 7 ,2022-07-03
2275,29,54:41.752,51.166,14.775,187.259,1:44.148,24.0,17.0,14,O. Caldwell,Campos Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
2276,29,54:51.664,61.078,9.912,186.695,1:44.468,12.0,18.0,23,C. Bölükbasi,Charouz Racing System,Silverstone,Feature Race,Round 7 ,2022-07-03
2277,29,54:53.793,63.207,2.129,186.574,1:40.842,27.0,19.0,25,D. Beckmann,Van Amersfoort Racing,Silverstone,Feature Race,Round 7 ,2022-07-03
2278,20,40:42.488,0.000,0.000,173.458,2:00.164,19.0,1.0,3,J. Doohan,Virtuosi Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
2279,20,40:43.420,0.932,0.932,173.392,1:58.954,20.0,2.0,17,A. Iwasa,DAMS,Silverstone,Sprint Race,Round 7 ,2022-07-03
2280,20,40:59.210,16.722,15.790,172.278,2:01.157,19.0,3.0,22,E. Fittipaldi,Charouz Racing System,Silverstone,Sprint Race,Round 7 ,2022-07-03
2281,20,41:00.376,17.888,1.166,172.197,2:01.204,19.0,4.0,10,T. Pourchaire,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
2282,20,41:04.205,21.717,3.829,171.929,1:59.295,20.0,5.0,11,F. Drugovich,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2022-07-03
2283,20,41:09.318,26.830,5.113,171.573,1:59.964,20.0,6.0,9,F. Vesti,ART Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
2284,20,41:10.772,28.284,1.454,171.472,1:59.774,19.0,7.0,6,L. Sargeant,Carlin,Silverstone,Sprint Race,Round 7 ,2022-07-03
2285,20,41:18.779,36.291,8.007,170.918,2:01.532,2.0,8.0,2,J. Daruvala,PREMA Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
2286,20,41:21.187,38.699,2.408,170.752,2:00.719,20.0,9.0,7,M. Armstrong,Hitech Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
2287,20,41:26.258,43.770,5.071,170.404,2:01.564,17.0,10.0,20,R. Verschoor,Trident,Silverstone,Sprint Race,Round 7 ,2022-07-03
2288,20,41:27.099,44.611,0.841,170.346,2:00.996,18.0,11.0,24,J. Hughes,Van Amersfoort Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
2289,20,41:30.601,48.113,3.502,170.107,2:01.974,19.0,12.0,8,J. Vips,Hitech Grand Prix,Silverstone,Sprint Race,Round 7 ,2022-07-03
2290,20,41:31.936,49.448,1.335,170.016,2:01.664,20.0,13.0,12,C. Novalak,MP Motorsport,Silverstone,Sprint Race,Round 7 ,2022-07-03
2291,20,41:36.997,54.509,5.061,169.671,2:01.970,18.0,14.0,16,R. Nissany,DAMS,Silverstone,Sprint Race,Round 7 ,2022-07-03
2292,20,41:37.723,55.235,0.726,169.622,2:02.608,2.0,15.0,1,D. Hauger,PREMA Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
2293,20,41:41.191,58.703,3.468,169.387,2:01.236,20.0,16.0,25,D. Beckmann,Van Amersfoort Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
2294,20,41:48.565,66.077,7.374,168.889,2:02.256,19.0,17.0,21,C. Williams,Trident,Silverstone,Sprint Race,Round 7 ,2022-07-03
2295,20,41:48.899,66.411,0.334,168.866,2:03.055,2.0,18.0,14,O. Caldwell,Campos Racing,Silverstone,Sprint Race,Round 7 ,2022-07-03
